30,1,MEM_PLAY_TRIGGER1,RW,
a,[0],dac1_trigger,Write "1" to generate a pulse to DAC_MEM_PLAY1; this bit is a self-clear bit,1'b0

31,1,MEM_PLAY_TRIGGER2,RW,
a,[0],dac2_trigger,Write "1" to generate a pulse to DAC_MEM_PLAY2; this bit is a self-clear bit,1'b0

32,1,TEST_MEM_PLAY_TRIGGER1,RW,
a,[0],test_dac1_trigger,Write "1" to generate a pulse to TEST_DAC_MEM_PLAY1; this bit is a self-clear bit,1'b0

33,1,TEST_MEM_PLAY_TRIGGER2,RW,
a,[0],test_dac2_trigger,Write "1" to generate a pulse to TEST_DAC_MEM_PLAY2; this bit is a self-clear bit,1'b0

34,17,LMFC_IRQ_CONTROL,RW,
,[0],enable_lmfc_count,Enables count of received LMFC pulses,1'b0
,[16:1],lmfc_irq_compare,LMFC counter compare value for IRQ generation.,16'h0

35,16,LMFC_COUNTER,RO,
,[15:0],lmfc_counter,Count of LMFC pulses since last LMFC IRQ ACK,

36,1,LMFC_IRQ_ACK,RW,
b,[0],lmfc_irq_ack,Writing 1 acknowledged the LMFC IRQ and resets LMFC counter to zero.  Self clearing,1'b0

37,32,OOB_TO_GC,RW,
b,[31:0],oob_to_gc,OOB to Gottardo Core 32-bit Comms register.  Writing non-zero will generate GC interrupt.,32'h0

38,1,OOB_IRQ_ACK,RW,
b,[0],oob_irq_ack,Acknowledge bit for OOB to GC comms IRQ,1'b0

39,32,GC_TO_OOB,RW,
,[31:0],gc_to_oob,Gottardo Core to OOB 32-bit Comms register.,32'h0

